SnapshotDate,ProductID,WarehouseID,StockOnHand,SafetyStock
2024-02-12,PRD002,WH01,125,460
2024-02-19,PRD002,WH01,118,460
2024-02-26,PRD002,WH01,204,460
2024-03-04,PRD002,WH01,117,460
2024-03-11,PRD002,WH01,129,460
2024-03-18,PRD002,WH01,139,460
2024-03-25,PRD002,WH01,101,460
2024-04-01,PRD002,WH01,35,460
2024-04-08,PRD002,WH01,0,460
2024-04-15,PRD002,WH01,0,460
2024-04-22,PRD002,WH01,0,460
2024-04-29,PRD002,WH01,90,460
2024-05-06,PRD002,WH01,41,460
2024-05-13,PRD002,WH01,5,460
2024-05-20,PRD002,WH01,84,460
2024-05-27,PRD002,WH01,31,460
2024-06-03,PRD002,WH01,58,460
2024-06-10,PRD002,WH01,57,460
2024-06-17,PRD002,WH01,100,460
2024-06-24,PRD002,WH01,49,460
2024-07-01,PRD002,WH01,112,460
2024-07-08,PRD002,WH01,74,460
2024-07-15,PRD002,WH01,0,460
2024-07-22,PRD002,WH01,0,460
2024-07-29,PRD002,WH01,0,460
2024-08-05,PRD002,WH01,0,460
2024-08-12,PRD002,WH01,12,460
2024-08-19,PRD002,WH01,48,460
2024-08-26,PRD002,WH01,0,460
2024-09-02,PRD002,WH01,97,460
2024-09-09,PRD002,WH01,162,460
2024-09-16,PRD002,WH01,151,460
2024-09-23,PRD002,WH01,88,460
2024-09-30,PRD002,WH01,147,460
2024-10-07,PRD002,WH01,173,460
2024-10-14,PRD002,WH01,162,460
2024-10-21,PRD002,WH01,59,460
2024-10-28,PRD002,WH01,136,460
2024-11-04,PRD002,WH01,46,460
2024-11-11,PRD002,WH01,0,460
2024-11-18,PRD002,WH01,0,460
2024-11-25,PRD002,WH01,0,460
2024-12-02,PRD002,WH01,0,460
2024-12-09,PRD002,WH01,0,460
2024-12-16,PRD002,WH01,44,460
2024-12-23,PRD002,WH01,99,460
2024-12-30,PRD002,WH01,193,460
2025-01-06,PRD002,WH01,116,460
2025-01-13,PRD002,WH01,39,460
2025-01-20,PRD002,WH01,0,460
2025-01-27,PRD002,WH01,98,460
2025-02-03,PRD002,WH01,14,460
2025-02-10,PRD002,WH01,0,460
2025-02-17,PRD002,WH01,0,460
2025-02-24,PRD002,WH01,0,460
2025-03-03,PRD002,WH01,0,460
2025-03-10,PRD002,WH01,37,460
2025-03-17,PRD002,WH01,4,460
2025-03-24,PRD002,WH01,0,460
2025-03-31,PRD002,WH01,0,460
2025-04-07,PRD002,WH01,22,460
2025-04-14,PRD002,WH01,0,460
2025-04-21,PRD002,WH01,0,460
2025-04-28,PRD002,WH01,0,460
2025-05-05,PRD002,WH01,0,460
2025-05-12,PRD002,WH01,0,460
2025-05-19,PRD002,WH01,0,460
2025-05-26,PRD002,WH01,0,460
2025-06-02,PRD002,WH01,0,460
2025-06-09,PRD002,WH01,0,460
2025-06-16,PRD002,WH01,40,460
2025-06-23,PRD002,WH01,25,460
2025-06-30,PRD002,WH01,35,460
2025-07-07,PRD002,WH01,0,460
2025-07-14,PRD002,WH01,0,460
2025-07-21,PRD002,WH01,0,460
2025-07-28,PRD002,WH01,0,460
2025-08-04,PRD002,WH01,0,460
2025-08-11,PRD002,WH01,63,460
2025-08-18,PRD002,WH01,7,460
2025-08-25,PRD002,WH01,0,460
2025-09-01,PRD002,WH01,0,460
2025-09-08,PRD002,WH01,0,460
2025-09-15,PRD002,WH01,98,460
2025-09-22,PRD002,WH01,58,460
2025-09-29,PRD002,WH01,100,460
2025-10-06,PRD002,WH01,123,460
2025-10-13,PRD002,WH01,53,460
2025-10-20,PRD002,WH01,113,460
2025-10-27,PRD002,WH01,187,460
2025-11-03,PRD002,WH01,142,460
2025-11-10,PRD002,WH01,73,460
2025-11-17,PRD002,WH01,38,460
2025-11-24,PRD002,WH01,129,460
2025-12-01,PRD002,WH01,207,460
2025-12-08,PRD002,WH01,269,460
2025-12-15,PRD002,WH01,313,460
2025-12-22,PRD002,WH01,199,460
2025-12-29,PRD002,WH01,229,460
2024-01-01,PRD003,WH01,631,214
2024-01-08,PRD003,WH01,607,214
2024-01-15,PRD003,WH01,501,214
2024-01-22,PRD003,WH01,566,214
2024-01-29,PRD003,WH01,472,214
2024-02-05,PRD003,WH01,559,214
2024-02-12,PRD003,WH01,517,214
2024-02-19,PRD003,WH01,445,214
2024-02-26,PRD003,WH01,449,214
2024-03-04,PRD003,WH01,519,214
2024-03-11,PRD003,WH01,449,214
2024-03-18,PRD003,WH01,480,214
2024-03-25,PRD003,WH01,416,214
2024-04-01,PRD003,WH01,468,214
2024-04-08,PRD003,WH01,455,214
2024-04-15,PRD003,WH01,384,214
2024-04-22,PRD003,WH01,296,214
2024-04-29,PRD003,WH01,381,214
2024-05-06,PRD003,WH01,335,214
2024-05-13,PRD003,WH01,240,214
2024-05-20,PRD003,WH01,235,214
2024-05-27,PRD003,WH01,318,214
2024-06-03,PRD003,WH01,318,214
2024-06-10,PRD003,WH01,318,214
2024-06-17,PRD003,WH01,298,214
2024-06-24,PRD003,WH01,214,214
2024-07-01,PRD003,WH01,312,214
2024-07-08,PRD003,WH01,271,214
2024-07-15,PRD003,WH01,162,214
2024-07-22,PRD003,WH01,88,214
2024-07-29,PRD003,WH01,0,214
2024-08-05,PRD003,WH01,73,214
2024-08-12,PRD003,WH01,0,214
2024-08-19,PRD003,WH01,0,214
2024-08-26,PRD003,WH01,0,214
2024-09-02,PRD003,WH01,9,214
2024-09-09,PRD003,WH01,0,214
2024-09-16,PRD003,WH01,0,214
2024-09-23,PRD003,WH01,23,214
2024-09-30,PRD003,WH01,100,214
2024-10-07,PRD003,WH01,186,214
2024-10-14,PRD003,WH01,207,214
2024-10-21,PRD003,WH01,277,214
2024-10-28,PRD003,WH01,159,214
2024-11-04,PRD003,WH01,207,214
2024-11-11,PRD003,WH01,94,214
2024-11-18,PRD003,WH01,76,214
2024-11-25,PRD003,WH01,129,214
2024-12-02,PRD003,WH01,45,214
2024-12-09,PRD003,WH01,7,214
2024-12-16,PRD003,WH01,0,214
2024-12-23,PRD003,WH01,0,214
2024-12-30,PRD003,WH01,0,214
2025-01-06,PRD003,WH01,0,214
2025-01-13,PRD003,WH01,44,214
2025-01-20,PRD003,WH01,0,214
2025-01-27,PRD003,WH01,67,214
2025-02-03,PRD003,WH01,44,214
2025-02-10,PRD003,WH01,21,214
2025-02-17,PRD003,WH01,27,214
2025-02-24,PRD003,WH01,14,214
2025-03-03,PRD003,WH01,0,214
2025-03-10,PRD003,WH01,0,214
2025-03-17,PRD003,WH01,2,214
2025-03-24,PRD003,WH01,42,214
2025-03-31,PRD003,WH01,135,214
2025-04-07,PRD003,WH01,207,214
2025-04-14,PRD003,WH01,131,214
2025-04-21,PRD003,WH01,186,214
2025-04-28,PRD003,WH01,129,214
2025-05-05,PRD003,WH01,68,214
2025-05-12,PRD003,WH01,94,214
2025-05-19,PRD003,WH01,160,214
2025-05-26,PRD003,WH01,81,214
2025-06-02,PRD003,WH01,61,214
2025-06-09,PRD003,WH01,0,214
2025-06-16,PRD003,WH01,0,214
2025-06-23,PRD003,WH01,0,214
2025-06-30,PRD003,WH01,4,214
2025-07-07,PRD003,WH01,91,214
2025-07-14,PRD003,WH01,5,214
2025-07-21,PRD003,WH01,0,214
2025-07-28,PRD003,WH01,0,214
2025-08-04,PRD003,WH01,0,214
2025-08-11,PRD003,WH01,14,214
2025-08-18,PRD003,WH01,51,214
2025-08-25,PRD003,WH01,0,214
2025-09-01,PRD003,WH01,0,214
2025-09-08,PRD003,WH01,0,214
2025-09-15,PRD003,WH01,0,214
2025-09-22,PRD003,WH01,0,214
2025-09-29,PRD003,WH01,6,214
2025-10-06,PRD003,WH01,32,214
2025-10-13,PRD003,WH01,0,214
2025-10-20,PRD003,WH01,0,214
2025-10-27,PRD003,WH01,54,214
2025-11-03,PRD003,WH01,84,214
2025-11-10,PRD003,WH01,129,214
2025-11-17,PRD003,WH01,24,214
2025-11-24,PRD003,WH01,0,214
2025-12-01,PRD003,WH01,75,214
2025-12-08,PRD003,WH01,0,214
2025-12-15,PRD003,WH01,0,214
2025-12-22,PRD003,WH01,0,214
2025-12-29,PRD003,WH01,0,214
2024-01-01,PRD004,WH01,781,221
2024-01-08,PRD004,WH01,837,221
2024-01-15,PRD004,WH01,913,221
2024-01-22,PRD004,WH01,945,221
2024-01-29,PRD004,WH01,869,221
2024-02-05,PRD004,WH01,830,221
2024-02-12,PRD004,WH01,811,221
2024-02-19,PRD004,WH01,848,221
2024-02-26,PRD004,WH01,787,221
2024-03-04,PRD004,WH01,698,221
2024-03-11,PRD004,WH01,676,221
2024-03-18,PRD004,WH01,639,221
2024-03-25,PRD004,WH01,549,221
2024-04-01,PRD004,WH01,640,221
2024-04-08,PRD004,WH01,610,221
2024-04-15,PRD004,WH01,667,221
2024-04-22,PRD004,WH01,607,221
2024-04-29,PRD004,WH01,631,221
2024-05-06,PRD004,WH01,689,221
2024-05-13,PRD004,WH01,711,221
2024-05-20,PRD004,WH01,730,221
2024-05-27,PRD004,WH01,620,221
2024-06-03,PRD004,WH01,605,221
2024-06-10,PRD004,WH01,556,221
2024-06-17,PRD004,WH01,502,221
2024-06-24,PRD004,WH01,497,221
2024-07-01,PRD004,WH01,401,221
2024-07-08,PRD004,WH01,318,221
2024-07-15,PRD004,WH01,302,221
2024-07-22,PRD004,WH01,390,221
2024-07-29,PRD004,WH01,365,221
2024-08-05,PRD004,WH01,421,221
2024-08-12,PRD004,WH01,322,221
2024-08-19,PRD004,WH01,396,221
2024-08-26,PRD004,WH01,427,221
2024-09-02,PRD004,WH01,518,221
2024-09-09,PRD004,WH01,587,221
2024-09-16,PRD004,WH01,609,221
2024-09-23,PRD004,WH01,533,221
2024-09-30,PRD004,WH01,521,221
2024-10-07,PRD004,WH01,441,221
2024-10-14,PRD004,WH01,454,221
2024-10-21,PRD004,WH01,383,221
2024-10-28,PRD004,WH01,375,221
2024-11-04,PRD004,WH01,296,221
2024-11-11,PRD004,WH01,369,221
2024-11-18,PRD004,WH01,374,221
2024-11-25,PRD004,WH01,350,221
2024-12-02,PRD004,WH01,307,221
2024-12-09,PRD004,WH01,374,221
2024-12-16,PRD004,WH01,389,221
2024-12-23,PRD004,WH01,350,221
2024-12-30,PRD004,WH01,366,221
2025-01-06,PRD004,WH01,366,221
2025-01-13,PRD004,WH01,430,221
2025-01-20,PRD004,WH01,511,221
2025-01-27,PRD004,WH01,417,221
2025-02-03,PRD004,WH01,398,221
2025-02-10,PRD004,WH01,445,221
2025-02-17,PRD004,WH01,526,221
2025-02-24,PRD004,WH01,616,221
2025-03-03,PRD004,WH01,651,221
2025-03-10,PRD004,WH01,735,221
2025-03-17,PRD004,WH01,831,221
2025-03-24,PRD004,WH01,863,221
2025-03-31,PRD004,WH01,868,221
2025-04-07,PRD004,WH01,885,221
2025-04-14,PRD004,WH01,923,221
2025-04-21,PRD004,WH01,913,221
2025-04-28,PRD004,WH01,925,221
2025-05-05,PRD004,WH01,882,221
2025-05-12,PRD004,WH01,840,221
2025-05-19,PRD004,WH01,875,221
2025-05-26,PRD004,WH01,827,221
2025-06-02,PRD004,WH01,778,221
2025-06-09,PRD004,WH01,765,221
2025-06-16,PRD004,WH01,785,221
2025-06-23,PRD004,WH01,735,221
2025-06-30,PRD004,WH01,810,221
2025-07-07,PRD004,WH01,838,221
2025-07-14,PRD004,WH01,862,221
2025-07-21,PRD004,WH01,794,221
2025-07-28,PRD004,WH01,675,221
2025-08-04,PRD004,WH01,715,221
2025-08-11,PRD004,WH01,756,221
2025-08-18,PRD004,WH01,771,221
2025-08-25,PRD004,WH01,870,221
2025-09-01,PRD004,WH01,950,221
2025-09-08,PRD004,WH01,879,221
2025-09-15,PRD004,WH01,887,221
2025-09-22,PRD004,WH01,883,221
2025-09-29,PRD004,WH01,856,221
2025-10-06,PRD004,WH01,780,221
2025-10-13,PRD004,WH01,691,221
2025-10-20,PRD004,WH01,632,221
2025-10-27,PRD004,WH01,606,221
2025-11-03,PRD004,WH01,553,221
2025-11-10,PRD004,WH01,596,221
2025-11-17,PRD004,WH01,618,221
2025-11-24,PRD004,WH01,617,221
2025-12-01,PRD004,WH01,610,221
2025-12-08,PRD004,WH01,567,221
2025-12-15,PRD004,WH01,623,221
2025-12-22,PRD004,WH01,520,221
2025-12-29,PRD004,WH01,538,221
2024-01-01,PRD005,WH01,457,423
2024-01-08,PRD005,WH01,539,423
2024-01-15,PRD005,WH01,557,423
2024-01-22,PRD005,WH01,655,423
2024-01-29,PRD005,WH01,717,423
2024-02-05,PRD005,WH01,783,423
2024-02-12,PRD005,WH01,730,423
2024-02-19,PRD005,WH01,827,423
2024-02-26,PRD005,WH01,769,423
2024-03-04,PRD005,WH01,772,423
2024-03-11,PRD005,WH01,836,423
2024-03-18,PRD005,WH01,869,423
2024-03-25,PRD005,WH01,891,423
2024-04-01,PRD005,WH01,876,423
2024-04-08,PRD005,WH01,832,423
2024-04-15,PRD005,WH01,797,423
2024-04-22,PRD005,WH01,788,423
2024-04-29,PRD005,WH01,771,423
2024-05-06,PRD005,WH01,735,423
2024-05-13,PRD005,WH01,753,423
2024-05-20,PRD005,WH01,818,423
2024-05-27,PRD005,WH01,763,423
2024-06-03,PRD005,WH01,845,423
2024-06-10,PRD005,WH01,849,423
2024-06-17,PRD005,WH01,818,423
2024-06-24,PRD005,WH01,866,423
2024-07-01,PRD005,WH01,862,423
2024-07-08,PRD005,WH01,884,423
2024-07-15,PRD005,WH01,968,423
2024-07-22,PRD005,WH01,1054,423
2024-07-29,PRD005,WH01,1117,423
2024-08-05,PRD005,WH01,1115,423
2024-08-12,PRD005,WH01,1045,423
2024-08-19,PRD005,WH01,1051,423
2024-08-26,PRD005,WH01,1108,423
2024-09-02,PRD005,WH01,1134,423
2024-09-09,PRD005,WH01,1185,423
2024-09-16,PRD005,WH01,1139,423
2024-09-23,PRD005,WH01,1094,423
2024-09-30,PRD005,WH01,1060,423
2024-10-07,PRD005,WH01,940,423
2024-10-14,PRD005,WH01,913,423
2024-10-21,PRD005,WH01,831,423
2024-10-28,PRD005,WH01,861,423
2024-11-04,PRD005,WH01,957,423
2024-11-11,PRD005,WH01,948,423
2024-11-18,PRD005,WH01,871,423
2024-11-25,PRD005,WH01,771,423
2024-12-02,PRD005,WH01,806,423
2024-12-09,PRD005,WH01,824,423
2024-12-16,PRD005,WH01,855,423
2024-12-23,PRD005,WH01,874,423
2024-12-30,PRD005,WH01,941,423
2025-01-06,PRD005,WH01,887,423
2025-01-13,PRD005,WH01,927,423
2025-01-20,PRD005,WH01,883,423
2025-01-27,PRD005,WH01,956,423
2025-02-03,PRD005,WH01,877,423
2025-02-10,PRD005,WH01,800,423
2025-02-17,PRD005,WH01,736,423
2025-02-24,PRD005,WH01,759,423
2025-03-03,PRD005,WH01,722,423
2025-03-10,PRD005,WH01,816,423
2025-03-17,PRD005,WH01,885,423
2025-03-24,PRD005,WH01,902,423
2025-03-31,PRD005,WH01,972,423
2025-04-07,PRD005,WH01,874,423
2025-04-14,PRD005,WH01,962,423
2025-04-21,PRD005,WH01,1019,423
2025-04-28,PRD005,WH01,970,423
2025-05-05,PRD005,WH01,853,423
2025-05-12,PRD005,WH01,804,423
2025-05-19,PRD005,WH01,803,423
2025-05-26,PRD005,WH01,833,423
2025-06-02,PRD005,WH01,746,423
2025-06-09,PRD005,WH01,679,423
2025-06-16,PRD005,WH01,572,423
2025-06-23,PRD005,WH01,664,423
2025-06-30,PRD005,WH01,547,423
2025-07-07,PRD005,WH01,644,423
2025-07-14,PRD005,WH01,605,423
2025-07-21,PRD005,WH01,530,423
2025-07-28,PRD005,WH01,446,423
2025-08-04,PRD005,WH01,518,423
2025-08-11,PRD005,WH01,587,423
2025-08-18,PRD005,WH01,533,423
2025-08-25,PRD005,WH01,503,423
2025-09-01,PRD005,WH01,441,423
2025-09-08,PRD005,WH01,400,423
2025-09-15,PRD005,WH01,334,423
2025-09-22,PRD005,WH01,377,423
2025-09-29,PRD005,WH01,279,423
2025-10-06,PRD005,WH01,190,423
2025-10-13,PRD005,WH01,275,423
2025-10-20,PRD005,WH01,330,423
2025-10-27,PRD005,WH01,332,423
2025-11-03,PRD005,WH01,250,423
2025-11-10,PRD005,WH01,268,423
2025-11-17,PRD005,WH01,208,423
2025-11-24,PRD005,WH01,218,423
2025-12-01,PRD005,WH01,240,423
2025-12-08,PRD005,WH01,241,423
2025-12-15,PRD005,WH01,128,423
2025-12-22,PRD005,WH01,97,423
2025-12-29,PRD005,WH01,60,423
2024-01-01,PRD006,WH01,606,229
2024-01-08,PRD006,WH01,518,229
2024-01-15,PRD006,WH01,574,229
2024-01-22,PRD006,WH01,598,229
2024-01-29,PRD006,WH01,518,229
2024-02-05,PRD006,WH01,416,229
2024-02-12,PRD006,WH01,499,229
2024-02-19,PRD006,WH01,389,229
2024-02-26,PRD006,WH01,328,229
2024-03-04,PRD006,WH01,228,229
2024-03-11,PRD006,WH01,279,229
2024-03-18,PRD006,WH01,249,229
2024-03-25,PRD006,WH01,279,229
2024-04-01,PRD006,WH01,237,229
2024-04-08,PRD006,WH01,202,229
2024-04-15,PRD006,WH01,94,229
2024-04-22,PRD006,WH01,147,229
2024-04-29,PRD006,WH01,79,229
2024-05-06,PRD006,WH01,143,229
2024-05-13,PRD006,WH01,205,229
2024-05-20,PRD006,WH01,95,229
2024-05-27,PRD006,WH01,55,229
2024-06-03,PRD006,WH01,77,229
2024-06-10,PRD006,WH01,124,229
2024-06-17,PRD006,WH01,101,229
2024-06-24,PRD006,WH01,123,229
2024-07-01,PRD006,WH01,15,229
2024-07-08,PRD006,WH01,51,229
2024-07-15,PRD006,WH01,95,229
2024-07-22,PRD006,WH01,85,229
2024-07-29,PRD006,WH01,159,229
2024-08-05,PRD006,WH01,225,229
2024-08-12,PRD006,WH01,152,229
2024-08-19,PRD006,WH01,217,229
2024-08-26,PRD006,WH01,138,229
2024-09-02,PRD006,WH01,27,229
2024-09-09,PRD006,WH01,50,229
2024-09-16,PRD006,WH01,106,229
2024-09-23,PRD006,WH01,89,229
2024-09-30,PRD006,WH01,61,229
2024-10-07,PRD006,WH01,22,229
2024-10-14,PRD006,WH01,1,229
2024-10-21,PRD006,WH01,62,229
2024-10-28,PRD006,WH01,40,229
2024-11-04,PRD006,WH01,109,229
2024-11-11,PRD006,WH01,104,229
2024-11-18,PRD006,WH01,177,229
2024-11-25,PRD006,WH01,273,229
2024-12-02,PRD006,WH01,241,229
2024-12-09,PRD006,WH01,212,229
2024-12-16,PRD006,WH01,210,229
2024-12-23,PRD006,WH01,190,229
2024-12-30,PRD006,WH01,240,229
2025-01-06,PRD006,WH01,166,229
2025-01-13,PRD006,WH01,64,229
2025-01-20,PRD006,WH01,88,229
2025-01-27,PRD006,WH01,53,229
2025-02-03,PRD006,WH01,142,229
2025-02-10,PRD006,WH01,175,229
2025-02-17,PRD006,WH01,133,229
2025-02-24,PRD006,WH01,201,229
2025-03-03,PRD006,WH01,237,229
2025-03-10,PRD006,WH01,306,229
2025-03-17,PRD006,WH01,256,229
2025-03-24,PRD006,WH01,217,229
2025-03-31,PRD006,WH01,210,229
2025-04-07,PRD006,WH01,292,229
2025-04-14,PRD006,WH01,291,229
2025-04-21,PRD006,WH01,306,229
2025-04-28,PRD006,WH01,237,229
2025-05-05,PRD006,WH01,239,229
2025-05-12,PRD006,WH01,179,229
2025-05-19,PRD006,WH01,161,229
2025-05-26,PRD006,WH01,208,229
2025-06-02,PRD006,WH01,240,229
2025-06-09,PRD006,WH01,197,229
2025-06-16,PRD006,WH01,174,229
2025-06-23,PRD006,WH01,63,229
2025-06-30,PRD006,WH01,22,229
2025-07-07,PRD006,WH01,0,229
2025-07-14,PRD006,WH01,0,229
2025-07-21,PRD006,WH01,65,229
2025-07-28,PRD006,WH01,123,229
2025-08-04,PRD006,WH01,72,229
2025-08-11,PRD006,WH01,87,229
2025-08-18,PRD006,WH01,0,229
2025-08-25,PRD006,WH01,51,229
2025-09-01,PRD006,WH01,52,229
2025-09-08,PRD006,WH01,44,229
2025-09-15,PRD006,WH01,0,229
2025-09-22,PRD006,WH01,70,229
2025-09-29,PRD006,WH01,57,229
2025-10-06,PRD006,WH01,151,229
2025-10-13,PRD006,WH01,161,229
2025-10-20,PRD006,WH01,213,229
2025-10-27,PRD006,WH01,182,229
2025-11-03,PRD006,WH01,166,229
2025-11-10,PRD006,WH01,208,229
2025-11-17,PRD006,WH01,125,229
2025-11-24,PRD006,WH01,198,229
2025-12-01,PRD006,WH01,161,229
2025-12-08,PRD006,WH01,164,229
2025-12-15,PRD006,WH01,253,229
2025-12-22,PRD006,WH01,173,229
2025-12-29,PRD006,WH01,130,229
2024-01-01,PRD007,WH01,472,491
2024-01-08,PRD007,WH01,401,491
2024-01-15,PRD007,WH01,444,491
2024-01-22,PRD007,WH01,370,491
2024-01-29,PRD007,WH01,372,491
2024-02-05,PRD007,WH01,440,491
2024-02-12,PRD007,WH01,401,491
2024-02-19,PRD007,WH01,479,491
2024-02-26,PRD007,WH01,369,491
2024-03-04,PRD007,WH01,391,491
2024-03-11,PRD007,WH01,444,491
2024-03-18,PRD007,WH01,527,491
2024-03-25,PRD007,WH01,530,491
2024-04-01,PRD007,WH01,600,491
2024-04-08,PRD007,WH01,696,491
2024-04-15,PRD007,WH01,641,491
2024-04-22,PRD007,WH01,659,491
2024-04-29,PRD007,WH01,642,491
2024-05-06,PRD007,WH01,554,491
2024-05-13,PRD007,WH01,555,491
2024-05-20,PRD007,WH01,446,491
2024-05-27,PRD007,WH01,457,491
2024-06-03,PRD007,WH01,515,491
2024-06-10,PRD007,WH01,478,491
2024-06-17,PRD007,WH01,458,491
2024-06-24,PRD007,WH01,555,491
2024-07-01,PRD007,WH01,437,491
2024-07-08,PRD007,WH01,377,491
2024-07-15,PRD007,WH01,299,491
2024-07-22,PRD007,WH01,180,491
2024-07-29,PRD007,WH01,131,491
2024-08-05,PRD007,WH01,227,491
2024-08-12,PRD007,WH01,153,491
2024-08-19,PRD007,WH01,120,491
2024-08-26,PRD007,WH01,18,491
2024-09-02,PRD007,WH01,0,491
2024-09-09,PRD007,WH01,73,491
2024-09-16,PRD007,WH01,92,491
2024-09-23,PRD007,WH01,14,491
2024-09-30,PRD007,WH01,0,491
2024-10-07,PRD007,WH01,48,491
2024-10-14,PRD007,WH01,29,491
2024-10-21,PRD007,WH01,99,491
2024-10-28,PRD007,WH01,40,491
2024-11-04,PRD007,WH01,29,491
2024-11-11,PRD007,WH01,0,491
2024-11-18,PRD007,WH01,97,491
2024-11-25,PRD007,WH01,0,491
2024-12-02,PRD007,WH01,0,491
2024-12-09,PRD007,WH01,44,491
2024-12-16,PRD007,WH01,30,491
2024-12-23,PRD007,WH01,0,491
2024-12-30,PRD007,WH01,0,491
2025-01-06,PRD007,WH01,70,491
2025-01-13,PRD007,WH01,0,491
2025-01-20,PRD007,WH01,50,491
2025-01-27,PRD007,WH01,13,491
2025-02-03,PRD007,WH01,0,491
2025-02-10,PRD007,WH01,0,491
2025-02-17,PRD007,WH01,76,491
2025-02-24,PRD007,WH01,0,491
2025-03-03,PRD007,WH01,94,491
2025-03-10,PRD007,WH01,163,491
2025-03-17,PRD007,WH01,193,491
2025-03-24,PRD007,WH01,159,491
2025-03-31,PRD007,WH01,183,491
